1, none, minecraft:the_void, MONSTER, mna:lantern_wraith, 10, 1, 3
1144, mountain, minecraft:frozen_peaks, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
1145, mountain, minecraft:frozen_peaks, MONSTER, graveyard:acolyte, 10, 2, 3
1146, mountain, minecraft:frozen_peaks, MONSTER, mna:witch_hunter, 16, 1, 3
1147, mountain, minecraft:frozen_peaks, MONSTER, mna:pixie, 16, 1, 3
1148, mountain, minecraft:frozen_peaks, MONSTER, mna:hulking_zombie, 16, 1, 3
1149, mountain, minecraft:frozen_peaks, MONSTER, mna:mushroom_soldier, 16, 1, 3
1150, mountain, minecraft:frozen_peaks, MONSTER, mna:spell_breaker, 16, 1, 3
1151, mountain, minecraft:frozen_peaks, MONSTER, mna:skeleton_assassin, 16, 1, 3
1152, mountain, minecraft:frozen_peaks, MONSTER, player_mobs:player_mob, 50, 1, 4
1153, mountain, minecraft:frozen_peaks, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
1154, mountain, minecraft:frozen_peaks, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1155, mountain, minecraft:frozen_peaks, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
1156, mountain, minecraft:frozen_peaks, MONSTER, quark:stoneling, 50, 1, 1
1157, mountain, minecraft:frozen_peaks, MONSTER, quark:toretoise, 50, 2, 4
1158, mountain, minecraft:frozen_peaks, CREATURE, minecraft:goat, 10, 1, 3
1159, mountain, minecraft:frozen_peaks, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
1160, mountain, minecraft:frozen_peaks, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
1161, mountain, minecraft:frozen_peaks, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1162, mountain, minecraft:frozen_peaks, CREATURE, quark:shiba, 40, 1, 3
1163, mountain, minecraft:frozen_peaks, AMBIENT, minecraft:bat, 10, 8, 8
1164, mountain, minecraft:frozen_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1165, mountain, minecraft:jagged_peaks, MONSTER, minecraft:spider, 50, 4, 4
1166, mountain, minecraft:jagged_peaks, MONSTER, minecraft:zombie, 50, 4, 4
1167, mountain, minecraft:jagged_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
1168, mountain, minecraft:jagged_peaks, MONSTER, minecraft:skeleton, 50, 4, 4
1169, mountain, minecraft:jagged_peaks, MONSTER, minecraft:slime, 50, 4, 4
1170, mountain, minecraft:jagged_peaks, MONSTER, minecraft:enderman, 5, 1, 4
1171, mountain, minecraft:jagged_peaks, MONSTER, minecraft:witch, 5, 1, 1
1172, mountain, minecraft:jagged_peaks, MONSTER, vampirism:vampire, 50, 1, 3
1173, mountain, minecraft:jagged_peaks, MONSTER, vampirism:advanced_vampire, 26, 1, 1
1174, mountain, minecraft:jagged_peaks, MONSTER, creeperoverhaul:snowy_creeper, 50, 2, 2
1175, mountain, minecraft:jagged_peaks, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
1176, mountain, minecraft:jagged_peaks, MONSTER, graveyard:ghoul, 25, 2, 5
1177, mountain, minecraft:jagged_peaks, MONSTER, graveyard:revenant, 25, 5, 8
1178, mountain, minecraft:jagged_peaks, MONSTER, graveyard:reaper, 10, 2, 3
1179, mountain, minecraft:jagged_peaks, MONSTER, graveyard:nightmare, 10, 1, 1
1180, mountain, minecraft:jagged_peaks, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
1181, mountain, minecraft:jagged_peaks, MONSTER, graveyard:acolyte, 10, 2, 3
1182, mountain, minecraft:jagged_peaks, MONSTER, mna:witch_hunter, 16, 1, 3
1183, mountain, minecraft:jagged_peaks, MONSTER, mna:pixie, 16, 1, 3
1184, mountain, minecraft:jagged_peaks, MONSTER, mna:hulking_zombie, 16, 1, 3
1185, mountain, minecraft:jagged_peaks, MONSTER, mna:mushroom_soldier, 16, 1, 3
1186, mountain, minecraft:jagged_peaks, MONSTER, mna:spell_breaker, 16, 1, 3
1187, mountain, minecraft:jagged_peaks, MONSTER, mna:skeleton_assassin, 16, 1, 3
1188, mountain, minecraft:jagged_peaks, MONSTER, player_mobs:player_mob, 50, 1, 4
1189, mountain, minecraft:jagged_peaks, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
1190, mountain, minecraft:jagged_peaks, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1191, mountain, minecraft:jagged_peaks, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
1192, mountain, minecraft:jagged_peaks, MONSTER, quark:stoneling, 50, 1, 1
1193, mountain, minecraft:jagged_peaks, MONSTER, quark:toretoise, 50, 2, 4
1194, mountain, minecraft:jagged_peaks, CREATURE, minecraft:goat, 10, 1, 3
1195, mountain, minecraft:jagged_peaks, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
1196, mountain, minecraft:jagged_peaks, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
1197, mountain, minecraft:jagged_peaks, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1198, mountain, minecraft:jagged_peaks, CREATURE, quark:shiba, 40, 1, 3
1199, mountain, minecraft:jagged_peaks, AMBIENT, minecraft:bat, 10, 8, 8
1200, mountain, minecraft:jagged_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1201, mountain, minecraft:stony_peaks, MONSTER, minecraft:spider, 50, 4, 4
1202, mountain, minecraft:stony_peaks, MONSTER, minecraft:zombie, 50, 4, 4
1203, mountain, minecraft:stony_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
1204, mountain, minecraft:stony_peaks, MONSTER, minecraft:skeleton, 50, 4, 4
1205, mountain, minecraft:stony_peaks, MONSTER, minecraft:slime, 50, 4, 4
1206, mountain, minecraft:stony_peaks, MONSTER, minecraft:enderman, 5, 1, 4
1207, mountain, minecraft:stony_peaks, MONSTER, minecraft:witch, 5, 1, 1
1208, mountain, minecraft:stony_peaks, MONSTER, vampirism:vampire, 50, 1, 3
1209, mountain, minecraft:stony_peaks, MONSTER, vampirism:advanced_vampire, 26, 1, 1
1210, mountain, minecraft:stony_peaks, MONSTER, creeperoverhaul:hills_creeper, 50, 2, 2
1211, mountain, minecraft:stony_peaks, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
1212, mountain, minecraft:stony_peaks, MONSTER, graveyard:ghoul, 25, 2, 5
1213, mountain, minecraft:stony_peaks, MONSTER, graveyard:revenant, 25, 5, 8
1214, mountain, minecraft:stony_peaks, MONSTER, graveyard:reaper, 10, 2, 3
1215, mountain, minecraft:stony_peaks, MONSTER, graveyard:nightmare, 10, 1, 1
1216, mountain, minecraft:stony_peaks, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
1217, mountain, minecraft:stony_peaks, MONSTER, graveyard:acolyte, 10, 2, 3
1218, mountain, minecraft:stony_peaks, MONSTER, mna:witch_hunter, 16, 1, 3
1219, mountain, minecraft:stony_peaks, MONSTER, mna:pixie, 16, 1, 3
1220, mountain, minecraft:stony_peaks, MONSTER, mna:hulking_zombie, 16, 1, 3
1221, mountain, minecraft:stony_peaks, MONSTER, mna:mushroom_soldier, 16, 1, 3
1222, mountain, minecraft:stony_peaks, MONSTER, mna:spell_breaker, 16, 1, 3
1223, mountain, minecraft:stony_peaks, MONSTER, mna:skeleton_assassin, 16, 1, 3
1224, mountain, minecraft:stony_peaks, MONSTER, player_mobs:player_mob, 50, 1, 4
1225, mountain, minecraft:stony_peaks, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1226, mountain, minecraft:stony_peaks, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
1227, mountain, minecraft:stony_peaks, MONSTER, quark:stoneling, 50, 1, 1
1228, mountain, minecraft:stony_peaks, MONSTER, quark:toretoise, 50, 2, 4
1229, mountain, minecraft:stony_peaks, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
1230, mountain, minecraft:stony_peaks, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
1231, mountain, minecraft:stony_peaks, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1232, mountain, minecraft:stony_peaks, CREATURE, quark:shiba, 40, 1, 3
1233, mountain, minecraft:stony_peaks, AMBIENT, minecraft:bat, 10, 8, 8
1234, mountain, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1235, river, minecraft:river, MONSTER, minecraft:spider, 50, 4, 4
1236, river, minecraft:river, MONSTER, minecraft:zombie, 50, 4, 4
1237, river, minecraft:river, MONSTER, minecraft:zombie_villager, 10, 1, 1
1238, river, minecraft:river, MONSTER, minecraft:skeleton, 50, 4, 4
1239, river, minecraft:river, MONSTER, minecraft:creeper, 50, 4, 4
1240, river, minecraft:river, MONSTER, minecraft:slime, 50, 4, 4
1241, river, minecraft:river, MONSTER, minecraft:enderman, 5, 1, 4
1242, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
1243, river, minecraft:river, MONSTER, minecraft:drowned, 50, 1, 1
1244, river, minecraft:river, MONSTER, vampirism:vampire, 50, 1, 3
1245, river, minecraft:river, MONSTER, vampirism:advanced_vampire, 26, 1, 1
1246, river, minecraft:river, MONSTER, mna:witch_hunter, 16, 1, 3
1247, river, minecraft:river, MONSTER, mna:pixie, 16, 1, 3
1248, river, minecraft:river, MONSTER, mna:hulking_zombie, 16, 1, 3
1249, river, minecraft:river, MONSTER, mna:mushroom_soldier, 16, 1, 3
1250, river, minecraft:river, MONSTER, mna:spell_breaker, 16, 1, 3
1251, river, minecraft:river, MONSTER, mna:skeleton_assassin, 16, 1, 3
1252, river, minecraft:river, MONSTER, player_mobs:player_mob, 50, 1, 4
1253, river, minecraft:river, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1254, river, minecraft:river, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
1255, river, minecraft:river, MONSTER, quark:stoneling, 50, 1, 1
1256, river, minecraft:river, MONSTER, quark:toretoise, 50, 2, 4
1257, river, minecraft:river, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1258, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
1259, river, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1260, river, minecraft:river, WATER_CREATURE, minecraft:squid, 10, 1, 4
1261, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
1262, river, minecraft:frozen_river, MONSTER, minecraft:spider, 50, 4, 4
1263, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 50, 4, 4
1264, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
1265, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 50, 4, 4
1266, river, minecraft:frozen_river, MONSTER, minecraft:creeper, 50, 4, 4
1267, river, minecraft:frozen_river, MONSTER, minecraft:slime, 50, 4, 4
1268, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 5, 1, 4
1269, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
1270, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 10, 1, 1
1271, river, minecraft:frozen_river, MONSTER, vampirism:vampire, 50, 1, 3
1272, river, minecraft:frozen_river, MONSTER, vampirism:advanced_vampire, 26, 1, 1
1273, river, minecraft:frozen_river, MONSTER, mna:witch_hunter, 16, 1, 3
1274, river, minecraft:frozen_river, MONSTER, mna:pixie, 16, 1, 3
1275, river, minecraft:frozen_river, MONSTER, mna:hulking_zombie, 16, 1, 3
1276, river, minecraft:frozen_river, MONSTER, mna:mushroom_soldier, 16, 1, 3
1277, river, minecraft:frozen_river, MONSTER, mna:spell_breaker, 16, 1, 3
1278, river, minecraft:frozen_river, MONSTER, mna:skeleton_assassin, 16, 1, 3
1279, river, minecraft:frozen_river, MONSTER, player_mobs:player_mob, 50, 1, 4
1280, river, minecraft:frozen_river, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
1281, river, minecraft:frozen_river, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1282, river, minecraft:frozen_river, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
1283, river, minecraft:frozen_river, MONSTER, quark:stoneling, 50, 1, 1
1284, river, minecraft:frozen_river, MONSTER, quark:toretoise, 50, 2, 4
1285, river, minecraft:frozen_river, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1286, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
1287, river, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1288, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
1289, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
1290, beach, minecraft:beach, MONSTER, minecraft:spider, 50, 4, 4
1291, beach, minecraft:beach, MONSTER, minecraft:zombie, 50, 4, 4
1292, beach, minecraft:beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1293, beach, minecraft:beach, MONSTER, minecraft:skeleton, 50, 4, 4
1294, beach, minecraft:beach, MONSTER, minecraft:slime, 50, 4, 4
1295, beach, minecraft:beach, MONSTER, minecraft:enderman, 5, 1, 4
1296, beach, minecraft:beach, MONSTER, minecraft:witch, 5, 1, 1
1297, beach, minecraft:beach, MONSTER, vampirism:vampire, 50, 1, 3
1298, beach, minecraft:beach, MONSTER, vampirism:advanced_vampire, 26, 1, 1
1299, beach, minecraft:beach, MONSTER, creeperoverhaul:beach_creeper, 50, 2, 2
1300, beach, minecraft:beach, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
1301, beach, minecraft:beach, MONSTER, graveyard:ghoul, 25, 2, 5
1302, beach, minecraft:beach, MONSTER, graveyard:revenant, 25, 5, 8
1303, beach, minecraft:beach, MONSTER, graveyard:reaper, 10, 2, 3
1304, beach, minecraft:beach, MONSTER, graveyard:nightmare, 10, 1, 1
1305, beach, minecraft:beach, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
1306, beach, minecraft:beach, MONSTER, graveyard:acolyte, 10, 2, 3
1307, beach, minecraft:beach, MONSTER, mna:witch_hunter, 16, 1, 3
1308, beach, minecraft:beach, MONSTER, mna:pixie, 16, 1, 3
1309, beach, minecraft:beach, MONSTER, mna:hulking_zombie, 16, 1, 3
1310, beach, minecraft:beach, MONSTER, mna:mushroom_soldier, 16, 1, 3
1311, beach, minecraft:beach, MONSTER, mna:spell_breaker, 16, 1, 3
1312, beach, minecraft:beach, MONSTER, mna:skeleton_assassin, 16, 1, 3
1313, beach, minecraft:beach, MONSTER, player_mobs:player_mob, 50, 1, 4
1314, beach, minecraft:beach, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1315, beach, minecraft:beach, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
1316, beach, minecraft:beach, MONSTER, quark:stoneling, 50, 1, 1
1317, beach, minecraft:beach, MONSTER, quark:toretoise, 50, 2, 4
1318, beach, minecraft:beach, CREATURE, minecraft:turtle, 10, 2, 5
1319, beach, minecraft:beach, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1320, beach, minecraft:beach, CREATURE, quark:crab, 10, 1, 3
1321, beach, minecraft:beach, AMBIENT, minecraft:bat, 10, 8, 8
1322, beach, minecraft:beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1323, beach, minecraft:snowy_beach, MONSTER, minecraft:spider, 50, 4, 4
1324, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie, 50, 4, 4
1325, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1326, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton, 50, 4, 4
1327, beach, minecraft:snowy_beach, MONSTER, minecraft:slime, 50, 4, 4
1328, beach, minecraft:snowy_beach, MONSTER, minecraft:enderman, 5, 1, 4
1329, beach, minecraft:snowy_beach, MONSTER, minecraft:witch, 5, 1, 1
1330, beach, minecraft:snowy_beach, MONSTER, vampirism:vampire, 50, 1, 3
1331, beach, minecraft:snowy_beach, MONSTER, vampirism:advanced_vampire, 26, 1, 1
1332, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:beach_creeper, 50, 2, 2
1333, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
1334, beach, minecraft:snowy_beach, MONSTER, graveyard:ghoul, 25, 2, 5
1335, beach, minecraft:snowy_beach, MONSTER, graveyard:revenant, 25, 5, 8
1336, beach, minecraft:snowy_beach, MONSTER, graveyard:reaper, 10, 2, 3
1337, beach, minecraft:snowy_beach, MONSTER, graveyard:nightmare, 10, 1, 1
1338, beach, minecraft:snowy_beach, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
1339, beach, minecraft:snowy_beach, MONSTER, graveyard:acolyte, 10, 2, 3
1340, beach, minecraft:snowy_beach, MONSTER, mna:witch_hunter, 16, 1, 3
1341, beach, minecraft:snowy_beach, MONSTER, mna:pixie, 16, 1, 3
1342, beach, minecraft:snowy_beach, MONSTER, mna:hulking_zombie, 16, 1, 3
1343, beach, minecraft:snowy_beach, MONSTER, mna:mushroom_soldier, 16, 1, 3
1344, beach, minecraft:snowy_beach, MONSTER, mna:spell_breaker, 16, 1, 3
1345, beach, minecraft:snowy_beach, MONSTER, mna:skeleton_assassin, 16, 1, 3
1346, beach, minecraft:snowy_beach, MONSTER, player_mobs:player_mob, 50, 1, 4
1347, beach, minecraft:snowy_beach, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
1348, beach, minecraft:snowy_beach, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1349, beach, minecraft:snowy_beach, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
1350, beach, minecraft:snowy_beach, MONSTER, quark:stoneling, 50, 1, 1
1351, beach, minecraft:snowy_beach, MONSTER, quark:toretoise, 50, 2, 4
1352, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1353, beach, minecraft:snowy_beach, CREATURE, quark:crab, 10, 1, 3
1354, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat, 10, 8, 8
1355, beach, minecraft:snowy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1356, beach, minecraft:stony_shore, MONSTER, minecraft:spider, 50, 4, 4
1357, beach, minecraft:stony_shore, MONSTER, minecraft:zombie, 50, 4, 4
1358, beach, minecraft:stony_shore, MONSTER, minecraft:zombie_villager, 10, 1, 1
1359, beach, minecraft:stony_shore, MONSTER, minecraft:skeleton, 50, 4, 4
1360, beach, minecraft:stony_shore, MONSTER, minecraft:slime, 50, 4, 4
1361, beach, minecraft:stony_shore, MONSTER, minecraft:enderman, 5, 1, 4
1362, beach, minecraft:stony_shore, MONSTER, minecraft:witch, 5, 1, 1
1363, beach, minecraft:stony_shore, MONSTER, vampirism:vampire, 50, 1, 3
1364, beach, minecraft:stony_shore, MONSTER, vampirism:advanced_vampire, 26, 1, 1
1365, beach, minecraft:stony_shore, MONSTER, creeperoverhaul:beach_creeper, 50, 2, 2
1366, beach, minecraft:stony_shore, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
1367, beach, minecraft:stony_shore, MONSTER, graveyard:ghoul, 25, 2, 5
1368, beach, minecraft:stony_shore, MONSTER, graveyard:revenant, 25, 5, 8
1369, beach, minecraft:stony_shore, MONSTER, graveyard:reaper, 10, 2, 3
1370, beach, minecraft:stony_shore, MONSTER, graveyard:nightmare, 10, 1, 1
1371, beach, minecraft:stony_shore, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
1372, beach, minecraft:stony_shore, MONSTER, graveyard:acolyte, 10, 2, 3
1373, beach, minecraft:stony_shore, MONSTER, mna:witch_hunter, 16, 1, 3
1374, beach, minecraft:stony_shore, MONSTER, mna:pixie, 16, 1, 3
1375, beach, minecraft:stony_shore, MONSTER, mna:hulking_zombie, 16, 1, 3
1376, beach, minecraft:stony_shore, MONSTER, mna:mushroom_soldier, 16, 1, 3
1377, beach, minecraft:stony_shore, MONSTER, mna:spell_breaker, 16, 1, 3
1378, beach, minecraft:stony_shore, MONSTER, mna:skeleton_assassin, 16, 1, 3
1379, beach, minecraft:stony_shore, MONSTER, player_mobs:player_mob, 50, 1, 4
1380, beach, minecraft:stony_shore, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
1381, beach, minecraft:stony_shore, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1382, beach, minecraft:stony_shore, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
1383, beach, minecraft:stony_shore, MONSTER, quark:stoneling, 50, 1, 1
1384, beach, minecraft:stony_shore, MONSTER, quark:toretoise, 50, 2, 4
1385, beach, minecraft:stony_shore, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1386, beach, minecraft:stony_shore, CREATURE, quark:crab, 10, 1, 3
1387, beach, minecraft:stony_shore, AMBIENT, minecraft:bat, 10, 8, 8
1388, beach, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1389, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1390, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 50, 4, 4
1391, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 50, 4, 4
1392, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1393, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 50, 4, 4
1394, ocean, minecraft:warm_ocean, MONSTER, minecraft:creeper, 50, 4, 4
1395, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 50, 4, 4
1396, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1397, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1398, ocean, minecraft:warm_ocean, MONSTER, vampirism:vampire, 50, 1, 3
1399, ocean, minecraft:warm_ocean, MONSTER, vampirism:advanced_vampire, 26, 1, 1
1400, ocean, minecraft:warm_ocean, MONSTER, mna:witch_hunter, 16, 1, 3
1401, ocean, minecraft:warm_ocean, MONSTER, mna:pixie, 16, 1, 3
1402, ocean, minecraft:warm_ocean, MONSTER, mna:hulking_zombie, 16, 1, 3
1403, ocean, minecraft:warm_ocean, MONSTER, mna:mushroom_soldier, 16, 1, 3
1404, ocean, minecraft:warm_ocean, MONSTER, mna:spell_breaker, 16, 1, 3
1405, ocean, minecraft:warm_ocean, MONSTER, mna:skeleton_assassin, 16, 1, 3
1406, ocean, minecraft:warm_ocean, MONSTER, player_mobs:player_mob, 50, 1, 4
1407, ocean, minecraft:warm_ocean, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1408, ocean, minecraft:warm_ocean, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
1409, ocean, minecraft:warm_ocean, MONSTER, quark:stoneling, 50, 1, 1
1410, ocean, minecraft:warm_ocean, MONSTER, quark:toretoise, 50, 2, 4
1411, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1412, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1413, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1414, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
1415, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1416, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
1417, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1418, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 50, 4, 4
1419, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 50, 4, 4
1420, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1421, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 50, 4, 4
1422, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:creeper, 50, 4, 4
